id,name,force,level,mechanic,equipment,category,primary_muscles,secondary_muscles,instructions
wger_1398,Hamstring Chokes,,,,none (bodyweight exercise),Legs,Hamstrings,,"Sit on the ground and bend one leg, bringing your knee toward you. Place your hand behind your hamstring and gently pull your leg toward your chest, feeling a stretch in the back of your thigh. Straighten your leg, extending up toward the ceiling."
wger_1399,Roll Down,,,,none (bodyweight exercise),Back,,Hamstrings,"Stand with your feet hip-width apart and slowly roll your upper body forward, one vertebra at a time, until your hands touch the ground or as far as you can comfortably go. Roll back up to the starting position in the same controlled manner."
wger_1400,Crossbody Hamstring Stretch,,,,none (bodyweight exercise),Legs,Hamstrings,,"While standing, cross one leg behind the other (keep this leg straight). Reach downward and try to touch the toes of that leg. Slightly bend the other leg so that you can bend down."
wger_1658,Preacher Curl - Externally Rotated,,,,Dumbbell,Arms,Biceps,,"Single arm curl that can be done using a dumbbell and a preacher bench, or a preacher curl machine. Turn body away from the weight&nbsp;"
wger_1688,Kickstand RDL,,,,Barbell,Legs,Hamstrings,,use non-working leg's toes to help with balance and perform an RDL.
wger_1406,Plank-to-Elbow Extension,,,,,Abs,Shoulders|Abs|Triceps,Obliquus externus abdominis|Chest,The Plank-to-Elbow Extension is a dynamic exercise that combines the plank with an elbow extension movement
wger_1407,Cossack squat,,,,,Legs,Glutes|Quads,Calves|Abs,"The Cossack Squat is a multi-joint exercise that works mainly on the legs and buttocks, but also involves stabilizing muscles. It is an excellent exercise for improving strength, mobility and stability in a functional way."
wger_1408,Wall-sit,,,,,Legs,Glutes|Quads,Calves|Abs,"The Wall Sit (or wall chair) is an isometric exercise that mainly involves the leg muscles, improving muscular endurance and stability. Here are the main and secondary muscles activated during the exercise."
wger_1409,Dragon-flag,,,,,Abs,Obliquus externus abdominis|Abs,Shoulders|Glutes|Lats|Triceps,"Keep your body completely rigid throughout the movement, avoiding sagging in your lower back.
Use a firm grip to stabilize your upper body.
Start with simpler versions (such as with bent knees) to build strength and control."
wger_1410,Plank with Alternating Leg Lift,,,,none (bodyweight exercise),Legs,Glutes,,"In a plank position, lift one leg alternately."
wger_1411,Heel Touches,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis,Abs,"Starting Position: Lie on your back on an exercise mat. Bend your knees, keeping your feet flat on the floor and hip-width apart. Place your arms along your sides, palms facing inward, just off the floor. Engage Core: Lift your head, shoulders, and upper back slightly off the ground. Keep your neck neutral and chin slightly tucked. Perform the Movement: Side-bend to the right, reaching your right hand toward your right heel. Return to the center, then side-bend to the left, reaching your left hand toward your left heel. Continue alternating sides in a controlled manner. Breathing: Exhale as you reach toward your heel and inhale as you return to the center."
wger_1412,bicycle crunches,,,,none (bodyweight exercise),Abs,Abs,Obliquus externus abdominis,"Bicycle crunches are a core exercise performed on the floor. Lie on your back with your hands behind your head and legs extended. Lift your shoulders off the ground, bring one knee toward your chest, and twist your torso so your opposite elbow meets the knee. Alternate sides in a pedaling motion, ensuring controlled movements and engaging your core throughout the exercise."
wger_1414,Hack Squats,,,,,Legs,Quads,Hamstrings|Calves|Glutes,"Hack squats target the lower body and are performed on a hack squat machine or with a barbell. For the machine variation, position yourself on the platform with your shoulders under the pads and feet slightly forward. Push through your heels to lift the weight, then bend your knees to lower the platform in a controlled motion until your thighs are parallel to the ground. Push back up to the starting position. For the barbell variation, hold the bar behind your legs with your arms extended and perform a squat-like motion."
wger_1415,Dumbbell Crunches,,,,Dumbbell,Abs,Abs,Obliquus externus abdominis,"Dumbbell crunches are a weighted variation of traditional crunches designed to target the abdominal muscles more intensely. Lie flat on your back with your knees bent and feet flat on the floor. Hold a dumbbell with both hands close to your chest or above your head. Lift your shoulders and upper back off the ground in a crunching motion, engaging your core. Slowly lower yourself back to the starting position. Ensure controlled movements throughout the exercise to prevent strain."
wger_1424,Biceps Curl Machine,,,,,Arms,Biceps,Brachialis,"The biceps curl machine is designed to isolate the biceps muscles and provide a controlled range of motion. Sit on the machine with your back against the pad and adjust the seat so your arms are aligned with the machine's handles or pads. Grip the handles firmly, keeping your elbows fixed in place, and curl the handles upward by contracting your biceps. Slowly lower the handles to the starting position, maintaining control throughout the movement."
wger_1425,Toe Taps,,,,none (bodyweight exercise),Abs,Abs,,"Toe taps are a core-focused exercise performed lying on your back. Lie flat with your arms by your sides and your legs raised to a tabletop position (knees bent at 90 degrees). Slowly lower one foot to gently tap the floor, keeping your core engaged and your lower back pressed into the ground. Return to the starting position and alternate legs. This exercise strengthens the core while minimizing strain on the lower back."
wger_1426,Standing Side Crunches,,,,none (bodyweight exercise),Abs,Obliquus externus abdominis,Abs,"Standing side crunches are a dynamic exercise that targets the obliques while improving balance and stability. Stand upright with your feet shoulder-width apart and hands behind your head or holding a dumbbell in one hand. Lean your torso to one side, contracting your obliques, while bringing your elbow toward your hip (or crunching toward the weight if using a dumbbell). Return to the starting position and alternate sides or perform all repetitions on one side before switching."
wger_1429,Dumbbell Shoulder Rotations,,,,Dumbbell,Shoulders,Shoulders,,"Dumbbell shoulder rotations are designed to strengthen the rotator cuff muscles and improve shoulder stability and mobility. External Rotation : Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm outward, away from your body, keeping your elbow stationary. Slowly return to the starting position. Internal Rotation : Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm inward, toward your body, and slowly return to the starting position. Perform the exercise with controlled movements to avoid strain."
wger_1430,Plate Pinch Hold,,,,,Arms,Shoulders,,"The plate pinch hold is a grip strength exercise designed to target the forearms and improve grip endurance. Select one or two weight plates (smooth-edged plates work best) and pinch them together between your thumb and fingers. Hold the plates with your arm straight down by your side or extended slightly in front of you. Maintain the hold for as long as you can, keeping your shoulders relaxed and your grip firm. This exercise can be done for time or repetitions."
wger_1433,Reverse Wood Chops,,,,none (bodyweight exercise),Back,Glutes|Lats,Shoulders|Biceps|Obliquus externus abdominis|Quads|Abs,"Attach a looping resistance band to a rack below knee height Grip the other end of the band like holding a baseball bat with both hands Stretch the band facing it Start with your hands at the side of your hips, knees bent Rotate your hips while moving your hands towards over the top of your opposite shoulder Imagine the motion as striking a baseball with a bat"
wger_1434,Lat Pull DB,,,,Dumbbell,Back,Lats,Glutes,Bend upper body forward Move dumbbells near your body with slightly bent arms towards your back
wger_1435,Scapula Pulls,,,,Pull-up bar,Back,Lats|Trapezius,,"Hang straight on a pull-up bar Pull shoulder blades together, moving the body slightly up"
wger_1436,Pin Bench Press BB,,,,Barbell,Chest,Chest|Triceps,,"Set security pins to about the height of your sticking point Lower the bar, rest on the pins for 1s while holding tension Move bar up with maximum force"
wger_1437,Pin Squat,,,,Barbell,Legs,Hamstrings|Glutes|Quads,Abs,"Set security pins to about the height of your sticking point Lower the bar, rest on the pins for 2s keeping tension Stand up with maximum force"
wger_1438,Clean,,,,Barbell,Legs,Glutes|Quads,Hamstrings|Lats|Abs,"Regular olympic lift clean.
Pull bar from ground, catch on shoulders performing a front squat."
wger_1439,Pin OHP,,,,Barbell,Shoulders,Shoulders|Triceps,,Set security pins to the height of your lower chin Rest bar on pins keeping tension Raise bar over head
wger_1440,Push OHP,,,,Barbell,Shoulders,Shoulders|Glutes|Quads,Triceps,Rest bar in front on your shoulders Bend knees while keeping upper body straight Extend legs pushing the bar overhead with force
wger_1441,Incline OHP DB,,,,Dumbbell,Shoulders,Shoulders,Triceps,"Sit on a bench with 45° incline Ellbows 45° out Move dumbbells down until upper arms are parallel to shoulders Move dumbbells up, meeting overhead"
